DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P10000;P400;P401;P402;P403;P404;P406S2;P407S2;P408;P4900;P807;P809;P809S1;P420;P171;P6850;P5971;P5971S1;P5971S1A1;P5971S2;P5971S2A1;P5971S3;P5971S3A1;P5971S4;P5971S4A1;P5971S5;P5971S5A1;P5971S6;P5971S6A1;P5971S7;P5971S7A1;P5971S8;P5971S8A1;P5971S9;P5971S9A1;P5971S10;P5971S10A1
7339373;4;1;4;11,4558521630092;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339374;3;1;3;11,4558521630092;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339375;4;1;4;11,4558521630092;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339375;5;1;5;11,4558521630092;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339382;4;1;4;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339387;3;1;3;2,54574492511316;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339391;3;1;3;2,54574492511316;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339391;4;1;4;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339395;3;1;3;8,12018828466904;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339396;4;1;4;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339396;5;1;5;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339402;4;1;4;11,4558521630092;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339409;3;1;3;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339412;2;1;2;2,54574492511316;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339415;3;1;3;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339417;2;1;2;2,54574492511316;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339418;4;1;4;4,33221686803903;2;1; ; ; ; ;61;161;4; ; ; ; ;8;30;30; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339423;5;1;5;2,54574492511316;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339425;3;1;3;11,2309765453667;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339425;4;1;4;11,2309765453667;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339426;2;1;2;2,54574492511316;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339430;6;1;6;11,4558521630092;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339434;4;1;4;2,54574492511316;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339435;9;1;9;11,4558521630092;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339439;4;1;4;2,54574492511316;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339441;3;1;3;2,54574492511316;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339446;3;1;3;2,54574492511316;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339449;5;1;5;35,7775343256136;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339467;3;1;3;24,3247123979579;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339467;4;1;4;24,3247123979579;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339469;3;1;3;21,9370790809758;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339472;3;1;3;21,465362693615;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339502;4;1;4;61,3533781810102;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339529;4;1;4;77,6385352551324;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;6;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339543;3;1;3;56,4781294858921;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;2;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339545;2;1;2;63,4351049834496;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339545;3;1;3;63,4351049834496;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339546;3;1;3;108,857309700543;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339548;2;1;2;69,7140005540779;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339557;3;1;3;52,4014402517943;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339557;4;1;4;52,4014402517943;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339558;4;1;4;81,1155142177382;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339560;7;1;7;101,373572891162;6;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339570;3;1;3;161,860552211091;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339582;3;1;3;52,1264696015311;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339583;3;1;3;52,0420419664703;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339585;3;1;3;48,0963795945834;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;12;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339587;2;1;2;40,7910441624539;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339592;2;1;2;43,4755289550121;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339593;3;1;3;52,1264696015311;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339598;3;1;3;52,0420419664703;2;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339600;4;1;4;44,579572177812;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339602;5;1;5;72,7701190631989;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339604;4;1;4;53,4861544106042;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339606;6;1;6;61,3179140640002;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339615;3;1;3;79,6207390971484;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;8;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; 
7339615;4;1;4;79,6207390971484;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; 
7339615;5;1;5;79,6207390971484;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339617;3;1;3;36,3170039077897;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;2;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339617;4;1;4;36,3170039077897;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339622;4;1;4;54,6046931702704;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339624;5;1;5;41,9525032637972;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339633;3;1;3;50,9476893990427;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339635;3;1;3;64,2724775192794;3;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339635;4;1;4;64,2724775192794;2;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339639;3;1;3;60,6507383219491;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339642;4;1;4;55,8421227662359;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339643;3;1;3;50,9476893990427;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339645;2;1;2;39,7860831776462;1;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339646;3;1;3;77,597265639516;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339646;4;1;4;77,597265639516;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339650;4;1;4;92,0505190922932;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339650;5;1;5;92,0505190922932;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339650;7;1;7;92,0505190922932;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339654;5;1;5;58,0167605236784;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339654;6;1;6;58,0167605236784;6;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339656;2;1;2;33,6839471256915;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339657;2;1;2;68,3265412519571;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339660;5;1;5;58,0234823212773;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339668;5;1;5;64,1947234409493;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;6;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339670;3;1;3;121,812995531572;2;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339672;5;1;5;24,4844071101417;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339673;5;1;5;30,1744562684813;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;14;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339676;5;1;5;24,4844071101417;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339676;7;1;7;24,4844071101417;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339677;5;1;5;51,508893527586;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339678;3;1;3;51,4972953018884;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339684;5;1;5;64,1188965756332;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339684;6;1;6;64,1188965756332;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339685;4;1;4;90,933509618355;4;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339685;5;1;5;90,933509618355;2;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339687;3;1;3;79,4881474733536;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339690;4;1;4;58,1681256297583;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339694;4;1;4;43,5697966535212;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339698;3;1;3;53,6507230121355;2;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339703;3;1;3;56,9765924607845;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;7;1;30;2; ;1;30;1;14;2; ;2; ;2; ;2; ;2; 
7339703;4;1;4;56,9765924607845;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339705;5;1;5;35,3014324291082;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339706;4;1;4;24,4844071101417;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339713;3;1;3;64,3549959204036;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339718;4;1;4;56,9765924607845;2;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;14;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339722;4;1;4;65,3079873133585;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339727;3;1;3;18,6414238802778;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339733;5;1;5;10,468420107789;5;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339739;2;1;2;11,848632858267;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339743;3;1;3;15,0815754166762;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339743;4;1;4;15,0815754166762;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339751;2;1;2;10,494920937942;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339755;3;1;3;13,6842597406825;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339758;4;1;4;13,0291886269285;4;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339763;4;1;4;12,1365345120734;1;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339764;4;1;4;17,083711954196;4;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339764;5;1;5;17,083711954196;1;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339776;3;1;3;14,0317934763258;3;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339776;4;1;4;14,0317934763258;2;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339779;5;1;5;14,3442825762602;1;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339780;3;1;3;12,4276159201852;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339792;2;1;2;12,5456112616945;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339803;3;1;3;13,8978931902245;3;6;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339805;4;1;4;9,72371211830431;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339807;4;1;4;9,67892719512395;1;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339808;3;1;3;11,8657034213748;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339812;3;1;3;13,6842597406825;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339814;3;1;3;16,7221611047403;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339818;5;1;5;78,614712939999;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339818;6;1;6;78,614712939999;6;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339821;4;1;4;93,0207221518578;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339822;2;1;2;77,2467497542747;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339823;5;1;5;84,6746983054246;5;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339826;3;1;3;84,8040807462657;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339827;3;1;3;88,8077896417996;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339827;4;1;4;88,8077896417996;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339832;3;1;3;84,0829979740337;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339836;3;1;3;83,7106979700293;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339837;3;1;3;75,1700395344891;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339841;4;1;4;101,561380587398;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339845;3;1;3;66,629381098949;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339846;3;1;3;74,0766567582527;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339846;4;1;4;74,0766567582527;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339848;4;1;4;101,561380587398;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339849;2;1;2;67,612708542498;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339849;3;1;3;67,612708542498;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339849;4;1;4;67,612708542498;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339850;4;1;4;80,0048865349423;4;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339851;2;1;2;77,2467497542747;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339851;3;1;3;77,2467497542747;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339852;3;1;3;76,2634223107256;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339853;3;1;3;76,2634223107256;3;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
7339859;2;1;2;98,8388965958601;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; 
