P6020,P6040,P5502,P6071,P6080,P1895,P1896,P1897,P1898,P1899,P3175,prom_satisfaccion,num_ninxs,num_adultxs,num_abuelxs,P6160,P8586,P8587,P6090,P6100,P8551,P799S2,P799S3,P799S1,P799S4,P799S5,P3176,P1930,P3008S1,P3008S2,P1707,P3003,P5452,P6161S1,P6426,P3193,dinero_trabajo,dinero_extra
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,20000,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,400000,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,20000,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,20000,0
1,64,6,2,6,7,7,8,7,7,7,7.17,3,2,8,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,300000,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,1,0,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,300000,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,1,0,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,1,0,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,0
1,62,2,1,6,7,7,7,7,7,7,7.0,3,2,8,1,1,0,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,68,4,-1,5,6,6,7,7,7,3,6.0,4,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,160000
2,77,4,-1,6,6,2,4,3,4,4,3.83,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,65,5,-1,6,8,5,9,4,4,7,6.17,1,1,1,2,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,600000,0
2,82,3,-1,6,10,10,9,9,9,9,9.33,1,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,63,6,1,6,9,9,9,9,9,9,9.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,69,6,1,6,9,9,9,9,9,9,9.0,2,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,600000,0
1,64,6,1,6,8,8,7,8,7,8,7.67,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,800000,0
2,63,4,-1,6,4,3,6,9,5,3,5.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,600000
1,69,6,1,6,8,8,7,7,7,8,7.5,1,2,2,1,2,4,1,1,87780,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,60,6,1,6,8,8,8,8,7,7,7.67,1,2,2,1,2,4,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,63,2,1,5,8,1,8,3,0,6,4.33,1,1,3,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,65,2,1,6,7,8,7,7,7,7,7.17,1,1,1,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,1400000,0
2,69,4,-1,3,8,9,8,8,8,9,8.33,1,1,2,1,2,5,1,1,150000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,63,5,-1,3,8,8,8,8,9,8,8.17,1,1,2,1,2,7,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,71,6,1,3,10,10,10,10,10,10,10.0,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,69,6,1,3,10,10,10,10,10,10,10.0,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,60,3,-1,6,8,8,10,8,4,4,7.0,1,1,1,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,2,2,0,240,2,0,0
2,73,3,-1,1,10,8,10,5,10,10,8.83,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,74,5,-1,6,6,4,7,5,7,5,5.67,3,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,65,2,2,6,3,2,5,3,2,3,3.0,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,75,2,1,6,7,7,8,8,7,7,7.33,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,71,2,1,6,9,7,7,7,7,6,7.17,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,61,2,1,6,7,3,6,8,5,8,6.17,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,120000
2,74,2,1,6,10,6,7,10,7,10,8.33,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,61,2,1,6,8,10,5,9,5,6,7.17,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,68,2,1,6,10,6,10,10,10,10,9.33,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,600000,0
1,83,5,-1,6,9,8,8,10,10,10,9.17,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,5,-1,6,8,6,4,6,6,7,6.17,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,320000,150000
1,69,6,1,6,10,7,10,10,10,10,9.5,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,300000,0
1,66,6,1,6,10,10,8,10,10,10,9.67,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,0
2,60,6,1,6,10,10,10,10,10,10,10.0,2,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,100000,0
1,71,2,1,6,7,7,7,8,8,7,7.33,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,98,0
2,66,2,1,6,9,1,8,7,7,7,6.5,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,68,2,1,6,10,10,10,10,10,10,10.0,2,2,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,74,2,1,6,10,10,9,10,10,10,9.83,2,2,3,2,2,1,1,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,88,3,-1,6,10,6,5,8,6,7,7.0,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,100000
1,63,2,1,6,7,5,8,8,9,9,7.67,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,450000
1,88,3,-1,6,7,3,3,5,0,3,3.5,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,68,2,1,6,8,7,6,7,8,8,7.33,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,72,2,1,6,8,4,7,7,8,8,7.0,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,300000,0
1,67,3,-1,6,10,1,10,10,8,10,8.17,1,2,4,1,2,5,1,1,99000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,86,3,-1,6,10,6,10,10,10,10,9.33,1,2,4,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,72,3,-1,6,8,5,8,10,8,8,7.83,2,1,4,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,62,4,-1,6,7,7,9,5,7,5,6.67,1,1,2,1,2,5,1,1,79000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,600000,0
1,75,6,1,6,8,8,6,7,6,6,6.83,2,2,3,1,2,3,1,1,125000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,1000000
2,60,6,1,6,9,10,7,7,8,7,8.0,2,2,3,1,2,1,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,80,3,-1,6,9,9,10,9,10,7,9.0,3,1,4,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,77,3,-1,6,7,10,7,5,7,7,7.17,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,63,2,1,6,6,4,5,6,7,7,5.83,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,600000,0
1,69,2,1,6,9,0,0,8,4,6,4.5,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,75,2,1,6,8,3,5,7,10,8,6.83,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,81,4,-1,6,7,7,7,8,8,7,7.33,1,1,7,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,70,2,1,6,7,4,6,7,7,5,6.0,3,2,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,150000,0
2,65,2,1,6,7,6,6,6,6,6,6.17,3,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,500000
1,69,2,1,6,9,5,3,7,8,8,6.67,4,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,200000,0
2,66,2,1,6,9,5,8,7,8,8,7.5,4,2,3,2,2,1,1,3,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,100000
1,61,2,1,6,6,6,6,7,7,9,6.83,4,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,100000,0
1,60,2,1,5,8,5,3,8,7,8,6.5,3,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,99,0
2,73,3,-1,6,8,10,5,10,10,9,8.67,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,68,4,-1,6,10,10,10,10,10,10,10.0,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,400000
2,65,4,-1,6,7,6,7,9,7,7,7.17,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,65,2,1,6,8,3,7,7,5,5,5.83,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,3,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,1,2,4,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,1,1,39000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,2,9,0,2,2,2,2,2,0,2,1,2,1,2,2,0,0,2,0,350000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2100000
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,8,2,0,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,800000,0
1,78,3,-1,6,7,7,8,6,7,8,7.17,3,1,12,2,2,1,9,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,350000
1,63,2,1,6,5,5,6,4,6,5,5.17,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,89,3,-1,6,9,8,8,8,8,8,8.17,2,1,2,1,2,3,1,2,200000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,500000
1,65,3,-1,6,7,6,7,7,7,7,6.83,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,250000
1,70,2,1,6,6,3,6,7,6,6,5.67,1,2,2,2,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,50000,0
2,61,2,1,6,7,3,5,8,3,7,5.5,1,2,2,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,6,1,6,3,3,4,7,4,7,4.67,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,500000,700000
2,66,6,1,6,3,2,2,7,4,5,3.83,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,81,5,-1,6,2,10,3,10,3,5,5.5,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,63,4,-1,6,10,10,10,10,10,10,10.0,1,1,2,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,500000
2,63,6,2,6,10,10,5,5,10,10,8.33,2,1,5,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,72,4,-1,6,10,10,5,10,10,10,9.17,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,76,3,-1,6,9,10,8,8,9,7,8.5,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,300000,0
1,77,6,1,6,9,4,3,8,5,6,5.83,2,2,5,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,79,6,1,6,5,10,10,7,8,9,8.17,2,2,5,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,63,2,1,6,6,6,8,9,9,8,7.67,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,0
1,68,4,-1,6,8,8,8,7,2,7,6.67,1,1,2,1,2,11,1,1,300000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,24,1,0,3900000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,100000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,12,1,0,0
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,24,1,0,3900000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,100000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,12,1,0,0
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,2,210000,2,2,2,2,2,0,2,2,2,2,2,2,0,24,1,0,3900000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,2,210000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,100000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,13,1,2,210000,2,2,2,2,2,0,2,2,2,2,2,2,0,12,1,0,0
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,3,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,24,1,0,3900000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,3,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,100000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,3,1,1,299000,2,2,2,2,2,0,2,2,2,2,2,2,0,12,1,0,0
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,24,1,0,3900000
1,72,6,1,6,5,5,5,6,5,10,6.0,2,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,100000
