P6020,P6040,P5502,P6071,P6080,P1895,P1896,P1897,P1898,P1899,P3175,prom_satisfaccion,num_ninxs,num_adultxs,num_abuelxs,P6160,P8586,P8587,P6090,P6100,P8551,P799S2,P799S3,P799S1,P799S4,P799S5,P3176,P1930,P3008S1,P3008S2,P1707,P3003,P5452,P6161S1,P6426,P3193,dinero_trabajo,dinero_extra
2,69,2,1,6,10,10,8,8,8,8,8.67,1,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,63,6,1,6,8,8,7,8,8,8,7.83,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,700000,0
1,63,6,1,6,9,5,8,8,8,10,8.0,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,400000
2,64,6,1,6,9,8,8,10,9,0,7.33,1,2,2,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,0
2,62,3,-1,6,9,8,8,9,9,8,8.5,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,200000,50000
2,66,4,-1,6,10,10,10,10,10,10,10.0,2,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,75,3,-1,6,10,4,10,8,8,10,8.33,1,1,5,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,67,4,-1,6,8,3,7,7,4,7,6.0,4,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,1450000
2,84,3,-1,6,8,1,5,9,5,6,5.67,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,75,5,-1,6,9,10,9,7,4,8,7.83,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,65,3,-1,6,8,8,7,9,7,8,7.83,3,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,78,6,1,6,9,8,9,9,9,7,8.5,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,77,6,1,6,8,10,7,7,8,8,8.0,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,8,8,7,8,7,7,7.5,1,1,5,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,150000,0
2,62,2,1,6,8,8,8,9,8,8,8.17,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,61,4,-1,6,10,10,6,8,4,5,7.17,2,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,1000000
2,94,3,-1,6,9,8,7,8,5,5,7.0,1,1,2,1,2,1,1,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,72,2,1,6,10,10,10,10,10,7,9.5,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,71,2,1,6,10,10,10,10,10,10,10.0,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,64,6,1,6,10,8,10,8,10,10,9.33,1,2,2,1,2,13,1,2,288000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2000000,2400000
2,63,6,1,6,10,10,10,10,10,10,10.0,1,2,2,1,2,13,1,2,576000,2,2,2,2,1,35000,2,2,2,2,2,2,0,0,2,0,4800000
2,61,2,1,6,10,10,10,10,10,10,10.0,1,2,1,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,66,2,1,6,10,10,10,10,10,10,10.0,1,2,1,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,180,2,0,0
1,67,2,1,6,7,8,8,4,10,10,7.83,1,1,2,1,2,3,1,1,110000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,2500000,0
2,74,3,-1,6,9,10,8,8,9,9,8.83,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,67,6,2,6,7,3,8,7,8,8,6.83,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,200000
1,69,6,1,6,10,9,7,8,7,10,8.5,1,1,2,1,2,4,1,1,105336,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,65,4,-1,6,10,0,4,2,3,6,4.17,1,1,3,1,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,1000000
2,63,4,-1,6,7,5,6,5,6,5,5.67,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,1500000
2,86,3,-1,6,8,7,7,8,5,5,6.67,1,2,7,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,71,5,-1,6,8,10,7,8,7,6,7.67,1,2,7,2,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,68,5,-1,6,8,3,9,7,7,7,6.83,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,1,2,0,0,2,0,0
1,74,6,1,6,9,10,9,7,5,6,7.67,1,2,1,2,2,1,2,9,0,2,2,2,2,2,0,1,2,2,2,1,2,0,0,2,0,7200000
2,70,6,1,6,8,10,8,10,9,8,8.83,1,2,1,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,300000
1,63,6,1,6,9,7,8,9,8,8,8.17,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,72,2,0,120000
2,61,6,1,1,9,10,8,8,9,9,8.83,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,600000
2,65,3,-1,1,7,10,5,5,6,6,6.5,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,82,5,-1,6,10,6,3,1,7,6,5.5,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,62,4,-1,6,8,5,8,8,6,7,7.0,1,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,240000,0
1,74,4,-1,6,7,4,7,7,5,5,5.83,1,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,80,5,-1,6,9,5,6,8,8,9,7.5,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,80,3,-1,6,10,10,10,10,10,10,10.0,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,76,3,-1,6,10,10,10,10,10,10,10.0,3,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,62,6,1,6,6,6,5,6,6,5,5.67,1,2,1,1,2,4,1,1,60000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,71,6,1,6,6,7,6,7,7,7,6.67,1,2,1,1,2,3,1,1,60000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,66,4,-1,6,7,7,6,7,7,7,6.83,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,60,6,1,6,8,9,7,8,7,7,7.67,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,500000,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,264,1,0,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,3,1,1,69000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,3,1,1,69000,2,2,2,2,2,0,2,2,2,1,1,2,0,264,1,0,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,9,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,9,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,264,1,0,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,9,1,1,69000,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,400000,0
2,66,4,-1,5,8,8,8,3,8,9,7.33,1,1,2,1,2,9,1,1,69000,2,2,2,2,2,0,2,2,2,1,1,2,0,264,1,0,0
1,75,2,1,6,4,10,1,7,0,2,4.0,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,50000
2,90,3,-1,6,2,3,7,5,2,4,3.83,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,78,6,1,6,9,2,7,6,7,7,6.33,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,98,0
1,60,2,1,6,8,7,7,7,7,7,7.17,1,1,2,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,62,6,1,6,6,7,7,7,6,8,6.83,1,1,3,1,2,9,1,1,90000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,63,2,1,6,8,8,7,8,7,8,7.67,1,1,1,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,700000,0
2,69,3,-1,6,7,6,7,7,7,7,6.83,2,1,5,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,81,4,-1,6,7,6,7,7,7,8,7.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,300000
1,72,6,1,6,6,6,7,7,0,3,4.83,1,2,2,1,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,200000,960000
2,75,6,1,6,6,6,6,6,0,4,4.67,1,2,2,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,2,1,2,0,0,2,0,0
2,63,4,-1,6,6,4,6,6,6,6,5.67,2,1,7,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,3000000
2,74,3,-1,6,5,5,5,5,4,5,4.83,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,200000,250000
1,61,2,1,6,7,6,7,6,7,6,6.5,3,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,2,2,100000,0
1,67,4,-1,6,8,7,7,6,6,4,6.33,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,650000,0
2,62,3,-1,6,10,10,10,10,10,10,10.0,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,70,2,1,6,4,3,6,10,4,3,5.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,500000,0
1,60,2,1,6,8,6,7,8,7,7,7.17,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2000000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,106500,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,3,2,0,0
2,60,4,-1,6,6,6,6,6,6,7,6.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,2,2,1,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,150000
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,36,2,0,0
2,85,3,-1,6,5,5,5,6,5,5,5.17,4,2,8,1,1,0,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,65,2,1,6,7,6,7,8,7,6,6.83,2,1,6,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,320000,0
2,65,4,-1,5,7,8,3,7,7,8,6.67,1,1,2,1,2,11,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,60,6,1,6,10,1,2,5,5,10,5.5,2,1,5,1,2,5,1,1,251000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,1,900000,2000000
2,78,3,-1,6,7,4,5,6,4,6,5.33,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,63,6,1,6,6,5,4,7,5,6,5.5,2,2,2,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,800000,0
2,60,6,1,6,4,3,5,7,4,6,4.83,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,200000
1,64,6,1,6,9,10,7,6,8,8,8.0,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,700000
2,75,3,-1,6,10,10,6,7,10,10,8.83,2,1,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,64,6,1,6,5,2,6,7,7,6,5.5,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,550000,0
1,78,6,1,6,10,8,8,9,7,8,8.33,1,2,1,1,2,3,1,1,99000,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,196
2,76,6,1,6,7,10,5,7,6,6,6.83,1,2,1,2,2,3,1,1,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,80,3,-1,5,7,3,5,5,8,8,6.0,1,1,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,300000
2,83,3,-1,5,5,5,5,5,5,5,5.0,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,200000
1,68,2,1,5,5,5,4,4,4,6,4.67,2,2,3,1,2,4,1,1,96000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,1500000,0
2,65,2,1,5,6,5,6,5,5,5,5.33,2,2,3,1,2,5,1,1,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,62,2,1,5,4,4,6,6,6,6,5.33,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,800000,0
2,83,3,-1,5,6,5,3,8,6,8,6.0,2,1,2,2,2,1,1,1,110000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,977000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,1,0,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,100000,0
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,700000,120000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,300000,440000
2,66,5,-1,5,8,3,6,5,6,8,6.0,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,100000,0
1,63,6,1,5,8,8,7,8,6,4,6.83,2,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,200000,0
2,70,2,1,5,5,5,5,7,4,6,5.33,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,300000
2,70,2,1,5,5,5,5,7,4,6,5.33,2,2,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
